airline,date_of_journey,source,destination,dep_time,arrival_time,duration,total_stops,additional_info,price
Jet Airways,2019-03-27,Delhi,Cochin,19:10:00,04:25:00,555,2,No Info,10976
Air India,2019-03-18,Banglore,Delhi,11:05:00,22:10:00,2105,2,No Info,11161
Multiple Carriers,2019-03-06,Delhi,Cochin,13:00:00,01:35:00,755,1,No Info,15603
Multiple Carriers,2019-03-09,Delhi,Cochin,13:15:00,21:20:00,485,2,No Info,11560
Air India,2019-06-03,Delhi,Cochin,19:45:00,19:15:00,1410,2,No Info,10441
Jet Airways,2019-05-21,Banglore,Delhi,18:55:00,22:00:00,185,0,No Info,7229
Jet Airways,2019-04-01,Kolkata,Banglore,20:25:00,10:55:00,870,1,No Info,11467
Jet Airways,2019-05-18,Kolkata,Banglore,20:00:00,19:50:00,1430,1,In-flight meal not included,10844
Indigo,2019-04-09,Banglore,Delhi,18:55:00,21:50:00,175,0,No Info,4823
Air India,2019-05-21,Kolkata,Banglore,16:50:00,13:45:00,1255,2,No Info,13484
Multiple Carriers,2019-06-09,Delhi,Cochin,19:00:00,01:30:00,390,1,No Info,7530
Air India,2019-03-09,Delhi,Cochin,05:55:00,19:15:00,2240,2,No Info,14483
Multiple Carriers,2019-06-27,Delhi,Cochin,07:30:00,19:00:00,690,1,No Info,11789
Jet Airways,2019-04-01,Banglore,Delhi,15:15:00,18:10:00,175,0,No Info,7229
Jet Airways,2019-03-21,Delhi,Cochin,10:45:00,18:50:00,485,2,In-flight meal not included,8367
Indigo,2019-06-18,Banglore,Delhi,21:15:00,00:15:00,180,0,No Info,3943
Goair,2019-04-09,Banglore,Delhi,20:55:00,23:40:00,165,0,No Info,4239
Jet Airways,2019-06-24,Mumbai,Hyderabad,08:45:00,10:15:00,90,0,No Info,8040
Jet Airways,2019-03-21,Delhi,Cochin,19:45:00,18:50:00,1385,1,No Info,12347
Jet Airways,2019-03-01,Banglore,Delhi,05:45:00,18:25:00,760,1,No Info,26890
Spicejet,2019-03-09,Kolkata,Banglore,22:20:00,00:40:00,140,0,No Info,4622
Spicejet,2019-05-01,Mumbai,Hyderabad,05:45:00,07:15:00,90,0,No Info,2017
Air India,2019-06-27,Delhi,Cochin,09:00:00,19:15:00,615,1,No Info,8372
Jet Airways,2019-03-18,Banglore,Delhi,16:55:00,07:40:00,885,1,No Info,13555
Vistara,2019-05-18,Kolkata,Banglore,17:00:00,10:45:00,1065,1,No Info,9187
Air Asia,2019-05-21,Kolkata,Banglore,19:55:00,22:25:00,150,0,No Info,4107
Jet Airways,2019-05-01,Banglore,Delhi,17:45:00,20:45:00,180,0,In-flight meal not included,4030
Vistara,2019-06-12,Kolkata,Banglore,07:10:00,18:50:00,700,1,No Info,8610
Jet Airways,2019-06-24,Delhi,Cochin,13:25:00,12:35:00,1390,2,No Info,12819
Air India,2019-03-18,Banglore,Delhi,13:50:00,18:40:00,1730,1,No Info,11161
Jet Airways,2019-03-27,Delhi,Cochin,05:10:00,18:50:00,820,2,In-flight meal not included,8518
Goair,2019-06-24,Delhi,Cochin,14:25:00,19:35:00,310,1,No Info,7870
Indigo,2019-06-03,Chennai,Kolkata,13:15:00,15:35:00,140,0,No Info,3597
Jet Airways,2019-05-01,Banglore,Delhi,11:10:00,14:05:00,175,0,No Info,7229
Jet Airways,2019-05-06,Kolkata,Banglore,06:30:00,10:05:00,1655,1,In-flight meal not included,8586
Multiple Carriers,2019-03-27,Delhi,Cochin,15:05:00,01:35:00,630,1,No Info,12327
Goair,2019-05-24,Banglore,Delhi,11:40:00,14:30:00,170,0,No Info,3398
Jet Airways,2019-04-03,Mumbai,Hyderabad,19:35:00,21:05:00,90,0,No Info,5678
Jet Airways,2019-03-06,Banglore,Delhi,05:45:00,13:15:00,450,1,No Info,19225
Jet Airways,2019-06-03,Delhi,Cochin,21:25:00,12:35:00,910,2,No Info,13292
Vistara,2019-05-06,Kolkata,Banglore,17:00:00,20:20:00,1640,1,No Info,8610
Indigo,2019-03-21,Banglore,Delhi,13:40:00,18:35:00,295,1,No Info,7166
Jet Airways,2019-04-01,Delhi,Cochin,18:15:00,19:00:00,1485,1,In-flight meal not included,5406
Air India,2019-04-09,Delhi,Cochin,07:00:00,19:15:00,735,1,No Info,6674
Vistara,2019-05-15,Kolkata,Banglore,20:20:00,18:50:00,1350,1,No Info,9345
Air India,2019-03-01,Mumbai,Hyderabad,19:30:00,20:45:00,75,0,No Info,15385
Jet Airways,2019-06-12,Delhi,Cochin,20:00:00,19:00:00,1380,2,No Info,14300
Jet Airways,2019-05-01,Kolkata,Banglore,20:25:00,22:05:00,1540,1,No Info,14151
Jet Airways,2019-06-01,Delhi,Cochin,19:15:00,12:35:00,1040,1,In-flight meal not included,10262
Jet Airways,2019-03-03,Delhi,Cochin,09:55:00,04:25:00,1110,1,No Info,19828
Jet Airways,2019-06-15,Delhi,Cochin,09:40:00,12:35:00,1615,2,No Info,13014
Jet Airways,2019-06-03,Mumbai,Hyderabad,10:20:00,11:50:00,90,0,No Info,8040
Jet Airways,2019-03-21,Banglore,Delhi,07:00:00,16:10:00,550,1,In-flight meal not included,7832
Indigo,2019-06-27,Mumbai,Hyderabad,20:05:00,21:40:00,95,0,No Info,2227
Jet Airways,2019-06-15,Delhi,Cochin,20:00:00,12:35:00,995,2,No Info,14300
Jet Airways,2019-03-18,Banglore,Delhi,05:45:00,12:25:00,400,1,No Info,12284
Indigo,2019-03-03,Delhi,Cochin,05:05:00,10:05:00,300,1,No Info,9581
Air Asia,2019-05-09,Delhi,Cochin,07:55:00,13:25:00,330,1,No Info,6751
Spicejet,2019-05-09,Chennai,Kolkata,17:45:00,20:05:00,140,0,No Info,3597
Jet Airways,2019-03-12,Banglore,Delhi,21:25:00,12:25:00,900,1,No Info,13817
Indigo,2019-06-21,Mumbai,Hyderabad,02:35:00,04:05:00,90,0,No Info,2754
Indigo,2019-03-21,Delhi,Cochin,06:40:00,13:20:00,400,1,No Info,10208
Spicejet,2019-03-27,Chennai,Kolkata,17:45:00,20:05:00,140,0,No Info,3384
Jet Airways,2019-03-06,Mumbai,Hyderabad,07:10:00,08:35:00,85,0,No Info,9536
Multiple Carriers,2019-03-27,Delhi,Cochin,07:00:00,13:20:00,380,1,No Info,6148
Jet Airways,2019-05-24,Kolkata,Banglore,20:25:00,09:45:00,800,1,In-flight meal not included,12384
Jet Airways,2019-03-15,Banglore,Delhi,08:55:00,16:10:00,435,1,In-flight meal not included,9134
Spicejet,2019-03-03,Delhi,Cochin,16:35:00,22:50:00,375,1,No Info,11726
Air India,2019-06-12,Delhi,Cochin,12:55:00,19:15:00,1820,2,No Info,12436
Indigo,2019-04-21,Banglore,Delhi,21:15:00,00:15:00,180,0,No Info,4423
Multiple Carriers,2019-03-03,Delhi,Cochin,07:05:00,22:20:00,915,1,No Info,10478
Jet Airways,2019-03-09,Delhi,Cochin,17:25:00,04:25:00,660,1,In-flight meal not included,11848
Air Asia,2019-04-24,Delhi,Cochin,16:45:00,22:25:00,340,1,No Info,6152
Jet Airways,2019-03-24,Banglore,Delhi,05:45:00,10:45:00,300,1,In-flight meal not included,8147
Goair,2019-06-24,Delhi,Cochin,07:00:00,12:55:00,355,1,No Info,5281
Air India,2019-04-15,Kolkata,Banglore,20:45:00,23:20:00,155,0,No Info,4145
Indigo,2019-06-21,Chennai,Kolkata,13:15:00,15:35:00,140,0,No Info,3597
Jet Airways,2019-05-15,Kolkata,Banglore,18:55:00,04:40:00,585,1,In-flight meal not included,9663
Jet Airways,2019-03-12,Banglore,Delhi,22:55:00,11:25:00,750,1,In-flight meal not included,11087
Spicejet,2019-06-12,Kolkata,Banglore,15:55:00,21:25:00,330,1,No Info,8224
Jet Airways,2019-03-06,Banglore,Delhi,08:00:00,05:05:00,1265,1,No Info,14815
Spicejet,2019-06-18,Mumbai,Hyderabad,22:45:00,00:15:00,90,0,No check-in baggage included,1965
Air Asia,2019-03-24,Kolkata,Banglore,19:35:00,22:05:00,150,0,No Info,5964
Jet Airways,2019-05-06,Kolkata,Banglore,21:10:00,08:15:00,665,1,No Info,13584
Jet Airways,2019-06-06,Kolkata,Banglore,21:10:00,04:40:00,450,1,No Info,13374
Air India,2019-03-03,Delhi,Cochin,09:45:00,09:25:00,1420,2,No Info,12760
Vistara,2019-05-03,Banglore,Delhi,11:30:00,14:20:00,170,0,No Info,4668
Indigo,2019-05-18,Delhi,Cochin,09:15:00,01:30:00,975,1,No Info,7503
Jet Airways,2019-03-27,Mumbai,Hyderabad,02:55:00,04:25:00,90,0,No Info,5678
Indigo,2019-05-03,Kolkata,Banglore,22:15:00,00:50:00,155,0,No Info,4804
Multiple Carriers,2019-05-27,Delhi,Cochin,08:45:00,21:00:00,735,1,No Info,7740
Air India,2019-06-09,Delhi,Cochin,12:55:00,19:15:00,1820,2,No Info,12436
Multiple Carriers,2019-05-27,Delhi,Cochin,13:15:00,22:30:00,555,1,No Info,9646
Spicejet,2019-03-27,Mumbai,Hyderabad,05:45:00,07:05:00,80,0,No Info,1759
Jet Airways,2019-05-21,Kolkata,Banglore,21:10:00,04:40:00,450,1,No Info,13941
Jet Airways,2019-05-18,Kolkata,Banglore,18:55:00,20:45:00,1550,1,In-flight meal not included,10844
Jet Airways,2019-05-18,Delhi,Cochin,20:00:00,04:25:00,505,2,In-flight meal not included,15318
Indigo,2019-03-18,Mumbai,Hyderabad,16:55:00,18:25:00,90,0,No Info,3175
Indigo,2019-05-18,Banglore,Delhi,10:30:00,13:20:00,170,0,No Info,3943
Jet Airways,2019-06-03,Delhi,Cochin,11:30:00,19:00:00,450,1,In-flight meal not included,10262
Air India,2019-03-01,Banglore,Delhi,00:30:00,23:55:00,1405,1,1 Long layover,12599
Air Asia,2019-03-21,Delhi,Cochin,20:10:00,07:10:00,660,1,No Info,6151
Multiple Carriers,2019-06-12,Delhi,Cochin,17:00:00,01:30:00,510,1,No Info,7198
Multiple Carriers,2019-06-12,Delhi,Cochin,13:00:00,01:30:00,750,1,No Info,7198
Goair,2019-04-06,Delhi,Cochin,07:00:00,12:55:00,355,1,No Info,5135
Multiple Carriers,2019-06-15,Delhi,Cochin,09:00:00,19:00:00,600,1,No Info,12717
Spicejet,2019-05-27,Delhi,Cochin,08:45:00,13:15:00,270,1,No check-in baggage included,5158
Jet Airways,2019-06-12,Kolkata,Banglore,16:30:00,04:40:00,730,1,No Info,12471
Jet Airways,2019-03-06,Banglore,Delhi,20:35:00,07:40:00,665,1,No Info,16736
Jet Airways,2019-03-06,Delhi,Cochin,13:00:00,18:50:00,350,1,No Info,17024
Air India,2019-03-18,Banglore,Delhi,06:45:00,11:10:00,1705,2,No Info,11234
Air India,2019-03-06,Delhi,Cochin,20:30:00,08:15:00,705,1,No Info,10566
Jet Airways,2019-03-06,Banglore,Delhi,14:05:00,09:00:00,1135,1,No Info,17261
Air India,2019-04-21,Delhi,Cochin,20:30:00,08:15:00,705,1,No Info,7258
Air India,2019-03-01,Banglore,Delhi,05:50:00,22:45:00,1015,1,No Info,14069
Air India,2019-03-24,Mumbai,Hyderabad,21:05:00,22:25:00,80,0,No Info,2575
Jet Airways,2019-05-06,Kolkata,Banglore,09:35:00,09:45:00,1450,1,In-flight meal not included,8066
Air India,2019-06-24,Delhi,Cochin,13:30:00,23:00:00,570,1,No Info,8907
Multiple Carriers,2019-05-21,Delhi,Cochin,04:55:00,12:35:00,460,1,No Info,9103
Indigo,2019-06-27,Delhi,Cochin,16:00:00,01:30:00,570,1,No Info,6316
Jet Airways,2019-03-01,Banglore,Delhi,18:40:00,09:00:00,860,1,No Info,31825
Jet Airways,2019-05-12,Kolkata,Banglore,20:00:00,09:20:00,800,1,No Info,14388
Indigo,2019-04-01,Delhi,Cochin,02:00:00,07:25:00,325,1,No Info,5164
Multiple Carriers,2019-05-15,Delhi,Cochin,04:55:00,12:35:00,460,1,No Info,9103
Multiple Carriers,2019-03-03,Delhi,Cochin,02:15:00,11:30:00,555,1,No Info,17057
Air India,2019-03-01,Banglore,Delhi,21:10:00,23:55:00,165,0,No Info,25703
Jet Airways,2019-03-01,Banglore,Delhi,22:50:00,23:00:00,1450,1,No Info,25735
Multiple Carriers,2019-03-21,Delhi,Cochin,07:30:00,18:50:00,680,1,No Info,14629
Air India,2019-04-06,Kolkata,Banglore,20:45:00,23:20:00,155,0,No Info,4460
Indigo,2019-06-09,Chennai,Kolkata,05:15:00,07:40:00,145,0,No Info,3540
Indigo,2019-03-09,Delhi,Cochin,02:35:00,08:30:00,355,1,No Info,11532
Air Asia,2019-05-18,Kolkata,Banglore,22:50:00,01:20:00,150,0,No Info,4409
Jet Airways,2019-05-09,Mumbai,Hyderabad,02:55:00,04:20:00,85,0,No Info,5678
Air India,2019-03-24,Delhi,Cochin,04:00:00,07:40:00,1660,1,No Info,8635
Jet Airways,2019-05-18,Delhi,Cochin,15:00:00,04:25:00,805,1,In-flight meal not included,12373
Air India,2019-04-01,Kolkata,Banglore,10:00:00,05:25:00,1165,2,No Info,12639
Jet Airways,2019-05-21,Delhi,Cochin,09:40:00,19:00:00,560,2,In-flight meal not included,13029
Jet Airways,2019-05-27,Delhi,Cochin,11:00:00,14:15:00,195,0,In-flight meal not included,7989
Indigo,2019-03-24,Banglore,Delhi,00:40:00,03:25:00,165,0,No Info,4238
Air India,2019-06-12,Delhi,Cochin,09:00:00,19:15:00,615,1,No Info,8372
Spicejet,2019-04-24,Kolkata,Banglore,15:05:00,20:20:00,315,1,No Info,4859
Goair,2019-06-03,Delhi,Cochin,10:35:00,19:35:00,540,1,No Info,4959
Jet Airways,2019-05-09,Delhi,Cochin,09:35:00,12:35:00,1620,2,No Info,14657
Air India,2019-06-24,Delhi,Cochin,05:15:00,19:15:00,2280,3,No Info,10493
Air India,2019-03-12,Mumbai,Hyderabad,21:00:00,19:25:00,1345,1,No Info,10943
Jet Airways,2019-04-01,Kolkata,Banglore,06:30:00,22:35:00,965,1,In-flight meal not included,7064
Air Asia,2019-05-12,Kolkata,Banglore,22:50:00,01:20:00,150,0,No Info,4409
Jet Airways,2019-03-27,Delhi,Cochin,05:40:00,04:25:00,1365,2,No Info,12074
Indigo,2019-04-27,Banglore,Delhi,04:00:00,06:50:00,170,0,No Info,4423
Indigo,2019-06-12,Banglore,Delhi,20:00:00,22:50:00,170,0,No Info,4823
Jet Airways,2019-03-12,Banglore,Delhi,18:55:00,07:40:00,765,1,No Info,13817
Air India,2019-05-12,Banglore,Delhi,10:00:00,12:45:00,165,0,No Info,5228
Air India,2019-05-18,Chennai,Kolkata,11:40:00,13:55:00,135,0,No Info,4667
Indigo,2019-04-15,Banglore,Delhi,22:10:00,01:00:00,170,0,No Info,3943
Jet Airways,2019-06-01,Delhi,Cochin,18:15:00,19:00:00,1485,1,No Info,14714
Jet Airways,2019-05-15,Kolkata,Banglore,08:25:00,18:15:00,590,1,In-flight meal not included,10844
Jet Airways,2019-06-12,Kolkata,Banglore,18:55:00,20:45:00,1550,1,In-flight meal not included,8529
Jet Airways,2019-05-06,Kolkata,Banglore,16:30:00,16:20:00,1430,1,No Info,13941
Jet Airways,2019-06-01,Delhi,Cochin,11:40:00,19:00:00,440,2,In-flight meal not included,15812
Jet Airways,2019-06-24,Delhi,Cochin,02:15:00,12:35:00,620,1,In-flight meal not included,10262
Jet Airways,2019-03-06,Banglore,Delhi,19:55:00,22:35:00,160,0,No Info,18308
Jet Airways,2019-05-18,Kolkata,Banglore,17:00:00,21:05:00,1685,1,No Info,14151
Goair,2019-04-06,Banglore,Delhi,20:55:00,23:40:00,165,0,No Info,3419
Jet Airways,2019-05-21,Kolkata,Banglore,17:00:00,14:25:00,1285,1,No Info,11467
Multiple Carriers,2019-03-06,Delhi,Cochin,07:30:00,21:00:00,810,1,No Info,15147
Spicejet,2019-03-24,Chennai,Kolkata,17:45:00,20:05:00,140,0,No Info,5418
Jet Airways,2019-04-01,Kolkata,Banglore,06:30:00,09:20:00,1610,1,In-flight meal not included,7064
Jet Airways,2019-04-01,Kolkata,Banglore,09:35:00,18:00:00,505,1,No Info,11467
Indigo,2019-04-01,Kolkata,Banglore,15:30:00,18:05:00,155,0,No Info,4174
Air India,2019-03-09,Delhi,Cochin,08:00:00,19:15:00,675,1,No Info,16754
Spicejet,2019-06-27,Kolkata,Banglore,17:10:00,19:40:00,150,0,No check-in baggage included,3841
Air India,2019-06-09,Delhi,Cochin,20:40:00,09:25:00,765,1,No Info,7690
Indigo,2019-05-27,Mumbai,Hyderabad,16:55:00,18:25:00,90,0,No Info,3175
Vistara,2019-05-24,Banglore,Delhi,21:00:00,23:50:00,170,0,No Info,5613
Indigo,2019-06-06,Mumbai,Hyderabad,12:00:00,13:30:00,90,0,No Info,2754
Multiple Carriers,2019-06-06,Delhi,Cochin,09:15:00,19:00:00,585,1,No Info,11622
Vistara,2019-05-27,Delhi,Cochin,14:40:00,17:50:00,190,0,No Info,6216
Air India,2019-03-21,Mumbai,Hyderabad,19:30:00,20:45:00,75,0,No Info,2575
Jet Airways,2019-03-15,Banglore,Delhi,08:00:00,15:15:00,435,1,In-flight meal not included,9134
Air India,2019-05-24,Kolkata,Banglore,09:25:00,13:45:00,1700,2,No Info,12592
Multiple Carriers,2019-03-06,Delhi,Cochin,07:00:00,18:50:00,710,1,No Info,15867
Indigo,2019-05-27,Kolkata,Banglore,20:20:00,22:55:00,155,0,No Info,4804
Jet Airways,2019-06-15,Delhi,Cochin,11:40:00,19:00:00,440,2,No Info,18804
Indigo,2019-05-12,Banglore,Delhi,08:30:00,11:20:00,170,0,No Info,5740
Air India,2019-05-06,Kolkata,Banglore,12:00:00,18:30:00,1830,2,No Info,10151
Air Asia,2019-05-09,Kolkata,Banglore,07:35:00,23:30:00,955,1,No Info,5192
Multiple Carriers,2019-05-27,Delhi,Cochin,11:30:00,01:30:00,840,1,No Info,13377
Air India,2019-05-15,Banglore,Delhi,06:10:00,08:55:00,165,0,No Info,6961
Jet Airways,2019-05-03,Banglore,Delhi,06:00:00,08:45:00,165,0,No Info,7229
Vistara,2019-05-12,Banglore,Delhi,11:30:00,14:20:00,170,0,No Info,4668
Jet Airways,2019-06-09,Delhi,Cochin,11:30:00,12:35:00,1505,1,In-flight meal not included,10262
Goair,2019-05-18,Delhi,Cochin,07:25:00,13:35:00,370,1,No Info,6296
Jet Airways,2019-05-18,Delhi,Cochin,07:05:00,19:00:00,715,1,No Info,15554
Jet Airways,2019-06-18,Delhi,Cochin,09:50:00,13:05:00,195,0,No Info,9564
Multiple Carriers,2019-06-01,Delhi,Cochin,10:35:00,19:00:00,505,1,No Info,11200
Indigo,2019-05-27,Delhi,Cochin,18:35:00,01:30:00,415,1,No Info,6628
Spicejet,2019-05-15,Banglore,Delhi,21:10:00,00:05:00,175,0,No Info,3625
Goair,2019-06-09,Delhi,Cochin,07:00:00,12:55:00,355,1,No Info,5897
Air Asia,2019-04-21,Banglore,Delhi,23:55:00,02:45:00,170,0,No Info,4483
Air India,2019-05-24,Kolkata,Banglore,19:00:00,04:40:00,580,1,No Info,6327
Air India,2019-06-06,Delhi,Cochin,13:00:00,19:15:00,375,1,No Info,8372
Indigo,2019-06-03,Delhi,Cochin,16:00:00,21:00:00,300,1,No Info,6593
Air India,2019-05-27,Mumbai,Hyderabad,21:05:00,22:25:00,80,0,No Info,3100
Indigo,2019-05-21,Mumbai,Hyderabad,16:55:00,18:25:00,90,0,No Info,3175
Spicejet,2019-05-01,Kolkata,Banglore,17:10:00,19:40:00,150,0,No Info,4174
Air India,2019-03-03,Banglore,Delhi,06:55:00,13:20:00,385,1,No Info,10924
Multiple Carriers,2019-06-24,Delhi,Cochin,09:45:00,22:30:00,765,1,No Info,9646
Jet Airways,2019-05-21,Kolkata,Banglore,06:30:00,12:00:00,330,1,No Info,14388
Jet Airways,2019-06-12,Kolkata,Banglore,06:30:00,04:40:00,1330,1,In-flight meal not included,7594
Indigo,2019-06-24,Mumbai,Hyderabad,01:40:00,03:10:00,90,0,No Info,2754
Air India,2019-06-09,Kolkata,Banglore,09:25:00,21:50:00,745,1,No Info,8366
Jet Airways,2019-05-06,Kolkata,Banglore,17:00:00,23:35:00,395,1,In-flight meal not included,10703
Air Asia,2019-05-06,Banglore,Delhi,04:55:00,07:45:00,170,0,No Info,4282
Air Asia,2019-05-15,Kolkata,Banglore,10:20:00,12:55:00,155,0,No Info,4409
Jet Airways,2019-05-09,Kolkata,Banglore,08:25:00,04:40:00,1215,1,No Info,13941
Goair,2019-03-18,Banglore,Delhi,11:40:00,14:35:00,175,0,No Info,4340
Jet Airways,2019-05-01,Kolkata,Banglore,06:30:00,09:20:00,1610,1,In-flight meal not included,9663
Jet Airways,2019-03-06,Mumbai,Hyderabad,14:20:00,16:50:00,1590,2,No Info,24115
Jet Airways,2019-03-12,Banglore,Delhi,22:55:00,16:10:00,1035,1,No Info,13817
Air India,2019-03-01,Banglore,Delhi,08:50:00,11:10:00,1580,2,No Info,19372
Jet Airways,2019-03-06,Banglore,Delhi,08:55:00,09:00:00,1445,1,No Info,15025
Jet Airways,2019-05-18,Kolkata,Banglore,20:00:00,04:40:00,520,1,No Info,13941
Spicejet,2019-05-18,Kolkata,Banglore,06:55:00,09:30:00,155,0,No Info,3873
Multiple Carriers,2019-06-03,Delhi,Cochin,10:35:00,19:00:00,505,1,No Info,10877
Indigo,2019-06-27,Delhi,Cochin,17:10:00,01:30:00,500,1,No Info,5684
Indigo,2019-05-21,Delhi,Cochin,14:25:00,17:40:00,195,0,No Info,5601
Air India,2019-04-01,Kolkata,Banglore,19:00:00,09:50:00,890,1,No Info,4227
Indigo,2019-04-03,Banglore,Delhi,22:10:00,01:00:00,170,0,No Info,3943
Air India,2019-06-12,Delhi,Cochin,16:55:00,19:15:00,1580,2,No Info,13381
Goair,2019-04-24,Delhi,Cochin,10:35:00,19:35:00,540,1,No Info,5430
Jet Airways,2019-06-06,Delhi,Cochin,15:00:00,19:00:00,1680,1,No Info,14714
Jet Airways,2019-03-18,Banglore,Delhi,16:55:00,05:05:00,730,1,In-flight meal not included,11087
Jet Airways,2019-06-24,Delhi,Cochin,14:35:00,12:35:00,1320,2,No Info,13376
Multiple Carriers,2019-05-09,Delhi,Cochin,10:35:00,19:15:00,520,1,No Info,7575
Jet Airways,2019-06-06,Kolkata,Banglore,09:35:00,21:05:00,690,1,No Info,14151
Vistara,2019-05-06,Kolkata,Banglore,17:00:00,23:25:00,385,1,No Info,8085
Multiple Carriers,2019-06-06,Delhi,Cochin,10:20:00,19:15:00,535,1,No Info,8266
Multiple Carriers,2019-04-09,Delhi,Cochin,07:05:00,18:10:00,665,1,No Info,6601
Air Asia,2019-03-24,Banglore,Delhi,05:50:00,08:40:00,170,0,No Info,3383
Air India,2019-03-12,Mumbai,Hyderabad,05:05:00,16:55:00,710,2,No Info,16172
Air India,2019-06-06,Kolkata,Banglore,05:50:00,20:25:00,875,2,No Info,10991
Air India,2019-05-21,Kolkata,Banglore,09:25:00,05:35:00,1210,2,No Info,11432
Multiple Carriers,2019-05-21,Delhi,Cochin,13:00:00,19:15:00,375,1,No Info,14848
Jet Airways,2019-03-21,Delhi,Cochin,08:00:00,18:50:00,650,1,In-flight meal not included,6540
Air India,2019-06-18,Mumbai,Hyderabad,15:00:00,16:25:00,85,0,No Info,3100
Indigo,2019-06-03,Kolkata,Banglore,15:30:00,18:05:00,155,0,No Info,4804
Jet Airways,2019-03-27,Delhi,Cochin,08:00:00,18:50:00,650,1,In-flight meal not included,6068
Indigo,2019-03-03,Delhi,Cochin,20:30:00,01:35:00,305,1,No Info,8258
Multiple Carriers,2019-03-09,Delhi,Cochin,08:00:00,19:45:00,705,1,No Info,16287
Vistara,2019-03-09,Banglore,Delhi,06:40:00,21:55:00,915,1,No Info,10008
Air India,2019-05-06,Kolkata,Banglore,09:50:00,23:15:00,805,2,No Info,14120
Jet Airways,2019-06-24,Delhi,Cochin,02:15:00,19:00:00,1005,1,In-flight meal not included,10262
Air India,2019-06-09,Mumbai,Hyderabad,15:00:00,16:25:00,85,0,No Info,3100
Air India,2019-05-24,Kolkata,Banglore,05:50:00,12:30:00,1840,2,No Info,12723
Jet Airways,2019-06-03,Delhi,Cochin,14:00:00,12:35:00,1355,1,In-flight meal not included,10262
Indigo,2019-03-24,Banglore,Delhi,13:00:00,15:50:00,170,0,No Info,5694
Air India,2019-06-15,Delhi,Cochin,05:00:00,07:40:00,1600,2,No Info,10231
Jet Airways,2019-05-15,Kolkata,Banglore,18:55:00,10:05:00,910,1,No Info,14388
Indigo,2019-06-15,Kolkata,Banglore,04:40:00,07:15:00,155,0,No Info,4804
Jet Airways,2019-06-09,Kolkata,Banglore,09:35:00,18:00:00,505,1,No Info,14676
Jet Airways,2019-05-27,Delhi,Cochin,11:30:00,19:00:00,450,1,In-flight meal not included,9732
Multiple Carriers,2019-06-01,Delhi,Cochin,10:00:00,19:15:00,555,1,No Info,16108
Indigo,2019-06-06,Delhi,Cochin,15:00:00,01:30:00,630,1,No Info,5883
Jet Airways,2019-03-01,Banglore,Delhi,14:05:00,21:20:00,435,1,No Info,36235
Spicejet,2019-03-03,Banglore,Delhi,09:35:00,12:30:00,175,0,No Info,7648
Jet Airways,2019-06-09,Delhi,Cochin,09:00:00,19:00:00,600,1,In-flight meal not included,10262
Air Asia,2019-05-12,Kolkata,Banglore,07:35:00,19:25:00,710,1,No Info,5320
Air India,2019-03-01,Banglore,Delhi,11:50:00,08:55:00,1265,1,1 Long layover,14594
Spicejet,2019-06-01,Kolkata,Banglore,09:00:00,11:25:00,145,0,No Info,4174
Spicejet,2019-06-24,Kolkata,Banglore,17:10:00,19:40:00,150,0,No check-in baggage included,3841
Jet Airways,2019-04-01,Banglore,Delhi,15:15:00,18:10:00,175,0,In-flight meal not included,4544
Jet Airways,2019-05-24,Kolkata,Banglore,09:35:00,14:25:00,1730,1,In-flight meal not included,10703
Jet Airways,2019-05-15,Kolkata,Banglore,21:10:00,19:50:00,1360,1,In-flight meal not included,10844
Jet Airways,2019-03-21,Delhi,Cochin,18:20:00,04:25:00,2045,2,No Info,13082
Jet Airways,2019-05-21,Delhi,Cochin,11:30:00,04:25:00,1015,1,In-flight meal not included,12898
Air India,2019-06-01,Delhi,Cochin,09:45:00,09:25:00,1420,1,No Info,8372
Jet Airways,2019-03-09,Delhi,Cochin,10:45:00,04:25:00,1060,2,In-flight meal not included,15654
Jet Airways,2019-03-15,Banglore,Delhi,07:00:00,16:10:00,550,1,In-flight meal not included,9134
Jet Airways,2019-05-18,Kolkata,Banglore,16:30:00,12:00:00,1170,1,In-flight meal not included,10844
Air India,2019-06-09,Kolkata,Banglore,09:25:00,13:45:00,1700,2,No Info,11752
Jet Airways,2019-05-12,Kolkata,Banglore,14:05:00,23:35:00,570,1,No Info,14781
Indigo,2019-03-27,Chennai,Kolkata,14:40:00,17:05:00,145,0,No Info,3384
Multiple Carriers,2019-06-15,Delhi,Cochin,07:05:00,22:30:00,925,1,No Info,9646
